web-scraper-order,web-scraper-start-url,category-href,category,name,glycemic_index,glycemic_load,calories,proteins (g),carbohydrates (g),fats (g)
1716369373-154,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-oils-and-sauces/,Minyak dan saus,Mayones (rumahan),0,0,430,0.5,4,46
1716369373-155,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-oils-and-sauces/,Minyak dan saus,Mayones (dengan pemanis),60,0.2,695,0,0.3,78.6
1716369373-156,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-oils-and-sauces/,Minyak dan saus,Margarin,0,0,717,0.2,0.7,81
1716369373-157,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-oils-and-sauces/,Minyak dan saus,Mentega,0,0,717,0.2,0.7,81
1716369373-158,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-oils-and-sauces/,Minyak dan saus,Minyak almond,25,0,816,0,0,90.7
1716369373-159,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-oils-and-sauces/,Minyak dan saus,Minyak zaitun,0,0,884,0,0,100
1716369373-160,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-oils-and-sauces/,Minyak dan saus,Pesto (saus),15,0.9,454,5,6,45
1716369373-161,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-oils-and-sauces/,Minyak dan saus,Lemak nabati,0,0,884,0,0,100
1716369373-162,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-oils-and-sauces/,Minyak dan saus,Mentega (tinggi lemak),14,0.1,746,0.5,0.8,82
1716369373-163,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-oils-and-sauces/,Minyak dan saus,Kecap,20,1,53,8,4.9,0.6
1716369373-164,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-oils-and-sauces/,Minyak dan saus,Tomat tumbuk,35,3.1,38,1.7,9,0.2
"1716369373-165,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-oils-and-sauces/,Minyak dan saus,""Saus tomat (alami, tanpa gula)"",35,1.3,21,1.1,3.8,0.2"
1716369376-166,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Kacang tanah,15,2.4,567,25.8,16.1,49.2
1716369376-167,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Kacang tanah (Kering Panggang),15,2.3,559,28,15.3,52.5
1716369376-168,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Pasta almond putih / pasta (tanpa pemanis),35,16.7,458,9,47.8,27.7
1716369376-169,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Kenari,15,1.1,654,15.2,7,65.2
1716369376-170,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Biji pohon ek,25,10.3,387,6,41,24
1716369376-171,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Kastanye (Kacang lakci),60,26.5,192,1.6,44.2,1.2
1716369376-172,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Biji pohon pinus,15,2.9,670,12,19,61
1716369376-173,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Kacang mete,25,3.1,643,25.5,12.6,53.6
1716369376-174,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Kacang mete (dikupas),22,6.6,570,17,30,42
1716369376-175,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Kelapa,45,0.8,97,1.5,1.7,9.3
1716369376-176,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Kacang-kacang hazelnut,25,2.5,704,16.1,9.9,66.9
1716369376-177,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Kacang almond,15,1.9,609,18.6,13,53.7
1716369376-178,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Biji kenari,15,2.1,654,15,14,65
1716369376-179,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Kacang hazelnut,15,2.5,628,15,17,61
1716369376-180,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Kacang pinus,15,1.9,670,12,19,61
1716369376-182,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Raisin Nut Mix,21,9.8,483,11.2,46.6,27.9
1716369376-183,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Tamarind ,65,40.8,239,2.8,62.7,0.6
1716369376-184,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-nuts/,Kacang-kacangan,Pistachio,15,4.2,562,20,28,45
1716369380-185,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-mushrooms/,Jamur,Jamur,15,0.8,26,2.5,5.1,0.2
1716369380-186,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-mushrooms/,Jamur,Jamur (dimasak),36,1.9,28,2.2,5.3,0.5
1716369384-187,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Daging domba,0,0,203,16.3,0,15.3
1716369384-188,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Domba rebus,0,0,293,24.6,0,21.4
1716369384-189,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Stroganoff (daging sapi khas Rusia),56,7.3,207,16.6,13.1,5.7
"1716369384-190,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,""Ham, sliced, sausages"",0,0,234,10,3,20"
"1716369384-191,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,""Daging Sapi (steak, dll.)"",0,0,108,18,0,4"
1716369384-192,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Daging Sapi rebus (tanpa lemak),0,0,190,25,0,7
1716369384-193,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Lidah sapi rebus,0,0,158,12.6,0.8,11.3
1716369384-194,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Otak rebus,0,0,124,11.7,0,9.5
1716369384-195,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Hati sapi panggang,50,0,199,22.9,0,3.9
1716369384-196,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Angsa,0,0,412,15.2,0,39
1716369384-197,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Kalkun,0,0,197,21.6,0.8,12
1716369384-198,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Kalkun (rebus),0,0,119,21.8,0,2.8
1716369384-199,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Sosis masak,34,9.5,300,12,28,3
1716369384-200,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Potongan daging babi,50,9.8,262,11.7,19.6,9.6
1716369384-201,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Kelinci,0,0,199,20.7,0,12.9
1716369384-202,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Kelinci (goreng),0,0,155,25,0,6
1716369384-203,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Dada ayam rebus,0,0,137,29.8,1.8,5.9
1716369384-204,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Ayam,0,0,165,20.8,0.6,8.8
1716369384-205,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Ayam (goreng),0,0,145,20,7,1
1716369384-206,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Ginjal hewan (dikukus),0,0,156,26.1,0,3.2
1716369384-207,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Lemak,0,0,797,2.4,0,89
1716369384-208,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Sosis,30,0.6,332,10.1,1.9,31.6
1716369384-209,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Babi goreng,0,0,407,17.7,0,28.7
1716369384-210,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Lemak babi,0,0,489,11.4,0,49.3
1716369384-211,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Babi panggang,0,0,215,22.2,0,10.4
1716369384-212,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Daging babi tanpa lemak,0,0,316,16.4,0,27.8
1716369384-213,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Sosis,28,6.7,332,10.1,1.9,31.6
1716369384-214,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Daging anak sapi,0,0,90,19.7,0,1.2
1716369384-215,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Daging sapi rebus,0,0,88,16.2,0,2.1
1716369384-216,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Bebek panggang,0,0,407,23.2,0,19.5
1716369384-217,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,Bebek,0,0,346,16.5,0,61.2
"1716369384-218,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-meats/,Daging,""Foie gras, pasta hati angsa (kalengan)"",0,0,412,15.2,0,39"
1716369388-220,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Kacang putih,35,21.4,334,22,61,1
1716369388-221,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Kacang putih (rebus),33,8.3,140,9.3,25,0.5
1716369388-222,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Kedelai,15,4.5,446,36,30,20
"1716369388-223,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,""Kacang, fava (mentah)"",40,7.2,88,8,18,0.7"
"1716369388-224,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,""Kacang polong (hijau, segar)"",35,4.5,73,5,12.8,0.2"
"1716369388-225,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,""Kacang polong (beku, direbus)"",51,4.6,60,6,9,0.8"
1716369388-226,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Sup kacang polong,60,3.7,70,8.3,6.2,1.4
1716369388-227,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Kacang polong hijau (kaleng),45,2.9,40,3.1,6.5,0.2
1716369388-228,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Kacang polong hijau,15,1.5,69,4,10,0.2
1716369388-229,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Orache,53,34,368,14.1,64.2,6.1
1716369388-230,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Selada (segar),15,0.5,14,0.9,3,0.1
1716369388-231,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Bawang (segar),15,1.6,47,1.4,10.4,0
1716369388-232,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Bawang prei,15,1.2,33,2,8.2,0
1716369388-233,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Bawang merah,15,2.5,72,2.5,16.8,0.1
1716369388-234,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Kacang polong kupas (segar),25,15,341,25,60,1.2
1716369388-235,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Mung Bean Mung,25,15.8,347,24,63,1.2
1716369388-236,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Kacang Arab,10,6.1,364,19,61,6
1716369388-237,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Kacang Arab (kaleng),35,6.8,125,7.2,19.5,3.4
1716369388-238,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Kacang Polong / Kacang Polong Biasa (Segar),35,5.9,102,7,16.9,0.5
"1716369388-239,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,""Kacang berwarna-warni, borlotti, kacang romawi"",35,12.4,335,23,35.3,1.2"
1716369388-240,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Peterseli,15,0.9,36,3,6.3,0.8
1716369388-241,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Peterseli (dimasak),52,3.3,36,3,6.3,0.8
1716369388-242,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Tunas bambu,20,1,27,2.6,5,0.3
1716369388-243,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Tunas lentil,25,5.5,119,9,22.1,0.6
"1716369388-244,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,""Selada (""""esberg"""", daun, arugula, dll.)"",15,0.3,25,2.6,2.1,0.7"
1716369388-245,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Jagung manis,48,8.9,96,3.4,18.6,1.5
1716369388-246,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Jagung manis rebus,60,13.5,123,4.1,22.5,2.3
1716369388-247,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Akar Bit,15,0.6,19,1.8,3.7,0.2
"1716369388-248,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,""Seledri (rebus, tanpa garam)"",85,4,27,1,4.7,0.2"
1716369388-249,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Seledri (segar),15,0.3,12,0.9,2.1,0.1
1716369388-251,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Asparagus,15,0.6,20,2.2,3.9,0.1
1716369388-252,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Kacang panjang (Segar),30,1.1,24,2,3.6,0.2
1716369388-253,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Tempe,15,1.4,193,19,9,11
"1716369388-254,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,""Tahu, tahu kedelai"",15,0.1,73,8.1,0.6,4.2"
1716369388-255,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Dill (segar),25,1.6,38,2.5,6.3,0.5
1716369388-256,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Kacang urad (dikukus),43,27.1,347,24,63,1.2
"1716369388-257,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,""Falafel (dari kacang, fava)"",40,8.4,121,6,21,1"
1716369388-258,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Falafel (kacang arab),65,28.1,264,13.9,43.3,4.8
1716369388-259,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Kacang (dimasak),80,17.2,123,7.8,21.5,0.5
1716369388-260,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Kacang Azuki,35,22,329,19.9,62.9,0.5
1716369388-262,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Kacang hijau,30,2.1,31,1.8,7,0.1
1716369388-263,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Kacang merah,35,18.4,310,21,52.7,1.6
1716369388-264,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Adas,15,1.1,31,1.2,7,0.2
1716369388-265,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Hummus,25,3.5,166,8,14,10
1716369388-266,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Lentil (kuning),30,19.6,332,22.3,65.5,1
1716369388-267,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Lentil (hijau),25,12.5,300,24,50,1
1716369388-268,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Bayam,15,0.3,22,2.9,2,0.3
1716369388-269,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Daun bawang,15,0,19,1.5,0.3,2.9
1716369388-270,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-greens/,Sayuran,Endive,15,0,17,1.3,0.3,0.2
1716369393-271,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Amaran (analog dari popcorn),70,43.4,298,9,62,2
1716369393-272,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Biji amaranth (belum siap),35,19.9,370,14,57,6
"1716369393-273,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,""Jagung putih, jagung manis, jagung beku"",55,10.4,86,3.2,19,1.1"
1716369393-274,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Bulgur,55,10.2,83,3.1,18.6,0.2
1716369393-275,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Vermicelli gandum durum,35,8.1,112,3.4,23.1,0.4
1716369393-276,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Vermicelli kedelai,30,24.6,330,0.1,82,0.1
1716369393-277,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Buckwheat,50,22,277,8,44,8
1716369393-278,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Beras liar,45,33.8,357,15,75,1.1
1716369393-279,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Jagung kuning,65,10.1,101,3.5,15.6,2.8
1716369393-280,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Biji (berkecambah),15,6.2,198,7.5,41.4,1.3
1716369393-281,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Bar energi (tanpa gula),50,23.4,342,8.8,46.7,14.9
"1716369393-282,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,""Sereal, utuh (tanpa gula)"",45,27.3,350,18.1,60.6,1.5"
"1716369393-283,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,""Kamut, Gandum Mesir (dimasak)"",40,25.4,342,13.9,63.5,2"
1716369393-284,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Capellini (pasta),45,32.9,364,12,73,1.9
1716369393-285,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung kentang (pati),95,78.9,357,6.9,83.1,0.3
1716369393-286,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Bubur buckwheat,40,12.4,163,6,31,2
1716369393-287,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Bubur jagung (mamalyga),70,14.7,92,2,21,1
"1716369393-288,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,""Bubur oat (hancur), hidangan bubur oat"",60,9,88,3,15,1.7"
1716369393-289,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Bubur millet,70,18.9,180,5,27,5
1716369393-290,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Bubur nasi dengan susu (dengan gula),75,13.6,146,3.4,18.1,6
1716369393-291,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Quinoa (belum siap),40,22.8,368,14.1,57.1,6
1716369393-292,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Quinoa (dimasak),35,7.3,120,4.4,21,1.9
1716369393-293,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Tepung maizena,85,72.3,340,0,85.1,0
1716369393-294,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Sagu mutiara barley (dikukus),60,40.1,315,9.3,66.9,1.1
1716369393-295,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Beras mutiara,25,15.8,324,10,63.3,1.3
1716369393-296,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Jagung (kaleng),65,26.6,96,3.4,18.6,1.5
1716369393-297,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Jagung segar,35,1.8,148,2.2,5,13
1716369393-298,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Sereal Jagung,85,55.3,320,5.5,65,1
1716369393-299,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,kuskus,60,12,152,3.3,20,6.7
1716369393-300,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Lasagna,47,7,135,7,15,5
1716369393-301,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Mie soba,59,41.6,348,14.7,70.5,0.9
1716369393-302,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Mie beras,65,16.2,109,0.9,24.9,0.2
1716369393-303,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,mie udon,62,8.5,76,1.9,13.7,1.5
1716369393-304,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Linen,35,9.7,469,21.8,27.7,39.5
1716369393-305,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Pasta Gandum Utuh,40,10.6,124,5.3,26.5,0.5
1716369393-306,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Semacam spageti,50,15.4,158,5.8,30.9,0.9
1716369393-307,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Pasta (dari gandum durum),50,11.6,111,3.4,23.1,0.4
1716369393-308,https://glycemic-index.net/glycemic-index-of-baked-products/,https://glycemic-index.net/glycemic-index-of-grains/,Biji-bijian,Pasta Soba,40,28.4,350,14.1,70.9,1
